,Input Date,Object X ID,OEM Company,Product/Category,Level,Position Title,Hours,Years Exp High,Years Exp Low,Quoted Rate High,Quoted Rate Low,CEP Provided Rate High,CEP Provided Rate Low,Deal Total,Country,City/State,Currency Notes,Document Name,Database Practice
6874,2018-05-31,a1t2J000005OHE5QAO,,Infrastructure,,Senior Developer,,8.0,5.0,,86.0,,,,USA,,,,Services
5330,2018-05-31,a1t2J000005OHE5QAO,,System / Technology Architecture,,Solution Architect,,13.0,11.0,,39.0,45.0,30.0,,India,,,,Services
23163,2018-05-31,a1t2J000005OHE5QAO,,Business Analysis,,Business Analyst,,4.0,2.0,,24.0,30.0,22.0,,India,,,,Services
24310,2018-05-31,a1t2J000005OHE5QAO,,SW Development - Standard,,Architect,,,10.0,,34.0,42.0,28.0,,India,,,,Services
23031,2018-05-31,a1t2J000005OHE5QAO,,Business Analysis,,Business Analyst,,4.0,2.0,,80.0,,,,USA,,,,Services
5218,2018-05-31,a1t2J000005OHE5QAO,,System / Technology Architecture,,Solution Architect,,13.0,11.0,,135.0,,,,USA,,,,Services
713,2018-05-31,a1t2J000005OHE5QAO,,Validation,,Validation Engineer,,3.0,1.0,,28.0,30.0,22.0,,India,,,,Services
6440,2018-05-31,a1t2J000005OHE5QAO,,Project Management,,Senior Project Manager,,,10.0,,33.0,35.0,30.0,,India,,,,Services
6456,2018-05-31,a1t2J000005OHE5QAO,,Project Management,,Senior Project Manager,,,10.0,,115.0,,,,USA,,,,Services
711,2018-05-31,a1t2J000005OHE5QAO,,Validation,,Validation Lead,,10.0,7.0,,32.0,38.0,26.0,,India,,,,Services
24116,2018-05-31,a1t2J000005OHE5QAO,,SW Development - Standard,,Architect,,,10.0,,120.0,,,,USA,,,,Services
710,2018-05-31,a1t2J000005OHE5QAO,,Validation,,Validation Lead,,10.0,7.0,,96.0,,,,USA,,,,Services
709,2018-05-31,a1t2J000005OHE5QAO,,Validation,,Validation Manager,,,10.0,,34.0,42.0,28.0,,India,,,,Services
712,2018-05-31,a1t2J000005OHE5QAO,,Validation,,Validation Engineer,,3.0,1.0,,72.0,,,,USA,,,,Services
707,2018-05-31,a1t2J000005OHE5QAO,,Validation,,Validation Sr Engineer,,6.0,4.0,,31.0,32.0,24.0,,India,,,,Services
706,2018-05-31,a1t2J000005OHE5QAO,,Validation,,Validation Sr Engineer,,6.0,4.0,,82.0,,,,USA,,,,Services
6152,2018-05-31,a1t2J000005OHE5QAO,,Manual Testing,,Senior Tester,,6.0,4.0,,78.0,,,,USA,,,,Services
6163,2018-05-31,a1t2J000005OHE5QAO,,Manual Testing,,Senior Tester,,6.0,4.0,,24.0,30.0,21.0,,India,,,,Services
708,2018-05-31,a1t2J000005OHE5QAO,,Validation,,Validation Manager,,,10.0,,110.0,,,,USA,,,,Services
12176,2018-05-30,a1t2J000005tCycQAE,,,,Onshore Junior Software Engineer,,,,,74.99,,,,USA,,,,Services
12175,2018-05-30,a1t2J000005tCycQAE,,,,Onshore Lead Senior Software Engineer,,,,,125.0,,,,USA,,,,Services
12174,2018-05-30,a1t2J000005tCycQAE,,,,Onshore Management,,,,,192.82,,,,USA,,,,Services
12172,2018-05-30,a1t2J000005tCycQAE,,,,Onshore Senior Software Engineer,,,,,100.69,,,,USA,,,,Services
12173,2018-05-30,a1t2J000005tCycQAE,,,,Onshore Project Manager,,,,,125.0,,,,USA,,,,Services
21733,2018-06-11,a1t2J000005OXylQAG,,,,Consultant,,,,,175.0,,,,USA,,,,Services
5718,2018-06-11,a1t2J000005OXylQAG,,,,Software Developer,,,,,200.0,,,,USA,,,,Services
23032,2018-06-11,a1t2J000005OXylQAG,,,,Business Analyst,,,,,200.0,,,,USA,,,,Services
10886,2018-06-11,a1t2J000005OXylQAG,,,,Proeject Manager,,,,,225.0,,,,USA,,,,Services
22635,2018-06-07,a1t2J000005OGIVQA4,,Change Management,,Change Management Consulting,,,,,175.0,185.0,155.0,,USA,,,,Services
5385,2018-06-11,a1t2J000005OGw6QAG,,Telephony,,Software Technician,,,,,126.0,150.0,110.0,,USA,,,,Services
2299,2018-06-11,a1t2J000005OGw6QAG,,Data Infrastructure,,Technician,,,,,65.0,80.0,50.0,,USA,,,,Services
7659,2018-06-11,a1t2J000005OGw6QAG,,Cybersecurity,,Security Engineer,,,,,235.0,275.0,215.0,,USA,,,,Services
13959,2018-06-11,a1t2J000005OGw6QAG,,Data Infrastructure,,Lead Technician,,,,,70.0,92.0,60.0,,USA,,,,Services
2300,2018-06-11,a1t2J000005OGw6QAG,,Telephony,,Technician,,,,,120.0,125.0,95.0,,USA,,,,Services
20934,2018-06-11,a1t2J000005OGw6QAG,,Cybersecurity,,Cybersecurity Project Manager,,,,,215.0,265.0,210.0,,USA,,,,Services
7718,2018-06-11,a1t2J000005OGw6QAG,,Cybersecurity,,Security Architect,,,,,280.0,300.0,235.0,,USA,,,,Services
18631,2018-06-11,a1t2J000005OGw6QAG,,Telephony,,Design Engineer,,,,,180.0,200.0,165.0,,USA,,,,Services
91,2018-06-11,a1t2J000005OGw6QAG,,Data Infrastructure,,Wireless Technician,,,,,85.0,98.0,65.0,,USA,,,,Services
10339,2018-06-11,a1t2J000005OGw6QAG,,Data Infrastructure,,Project Engineer,,,,,90.0,115.0,75.0,,USA,,,,Services
9781,2018-06-11,a1t2J000005OGw6QAG,,Data Infrastructure,,Project Manager,,,,,90.0,115.0,75.0,,USA,,,,Services
6354,2018-06-11,a1t2J000005OGw6QAG,,Cybersecurity,,Senior Security Engineer,,,,,265.0,285.0,220.0,,USA,,,,Services
21585,2018-06-11,a1t2J000005OGw6QAG,,Telephony,,Contract Center Solutions Engineer,,,,,180.0,200.0,165.0,,USA,,,,Services
1395,2018-06-11,a1t2J000005OGw6QAG,,Telephony,,Tier 3 Engineer,,,,,210.0,220.0,170.0,,USA,,,,Services
1476,2018-06-11,a1t2J000005OGw6QAG,,Telephony,,Tier 2 Engineer,,,,,138.0,180.0,125.0,,USA,,,,Services
11232,2018-06-15,a1t2J000005OXymQAG,,,,Principal Consultant,,,,,285.0,,,,USA,,,,Services
7139,2018-06-15,a1t2J000005OXymQAG,,,,Senior Consultant,,,,,238.0,,,,USA,,,,Services
9782,2018-06-15,a1t2J000005OXymQAG,,,,Project Manager,,,,,285.0,,,,USA,,,,Services
11538,2018-06-22,a1t2J000005OXynQAG,,Strategic Services,,Planning Supervisor,,,,,179.79473684210527,195.0,140.0,,USA,,,,Services
720,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,UX Strategist,,,,,118.3957894736842,145.0,110.0,,USA,,,,Services
3776,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Submission Specialist (formerly AA),,,,,72.65836842105263,90.0,70.0,,USA,,,,Services
4671,2018-06-22,a1t2J000005OXynQAG,,Front-End Programming,,SR Team Lead Front End Development,,,,,175.3921052631579,215.0,160.0,,USA,,,,Services
17946,2018-06-22,a1t2J000005OXynQAG,,Programming,,Developer (Offshore),,,,,54.99605263157895,60.0,35.0,,India,,,,Services
4228,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Sr. Search Analyst,,,,,110.54078947368421,150.0,105.0,,USA,,,,Services
25800,2018-06-22,a1t2J000005OXynQAG,,Account Management ,,Account Supervisor,,,,,124.22588157894737,175.0,115.0,,USA,,,,Services
25803,2018-06-22,a1t2J000005OXynQAG,,Account Management ,,Account Manager,,,,,84.53984210526316,100.0,65.0,,USA,,,,Services
6457,2018-06-22,a1t2J000005OXynQAG,,Account Management ,,Senior Project Manager,,,,,117.2383947368421,175.0,110.0,,USA,,,,Services
8886,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Relationship Marketing Strategist,,,,,125.07452631578947,165.0,115.0,,USA,,,,Services
18078,2018-06-22,a1t2J000005OXynQAG,,Programming,,Developer ,,,,,97.71447368421053,120.0,90.0,,USA,,,,Services
25827,2018-06-22,a1t2J000005OXynQAG,,Account Management ,,Account Director,,,,,178.087,225.0,175.0,,USA,,,,Services
4904,2018-06-22,a1t2J000005OXynQAG,,Account Management ,,SR Account Manager,,,,,91.3157894736842,115.0,80.0,,USA,,,,Services
17473,2018-06-22,a1t2J000005OXynQAG,,Strategic Services,,Director Market Access,,,,,212.50526315789475,240.0,185.0,,USA,,,,Services
4898,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,SR Analytics and Data Mining,,,,,164.0591184210526,195.0,125.0,,USA,,,,Services
11544,2018-06-22,a1t2J000005OXynQAG,,Strategic Services,,Planning Director,,,,,216.3,250.0,195.0,,USA,,,,Services
24849,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Analytics and Data Mining,,,,,119.15473684210527,175.0,115.0,,USA,,,,Services
9783,2018-06-22,a1t2J000005OXynQAG,,Account Management ,,Project Manager,,,,,100.325,150.0,95.0,,USA,,,,Services
25016,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Analyst Social Media,,,,,71.34078947368421,110.0,70.0,,USA,,,,Services
3549,2018-06-22,a1t2J000005OXynQAG,,Strategic Services,,"SVP, Planning Director",,,,,356.70526315789476,400.0,275.0,,USA,,,,Services
16188,2018-06-22,a1t2J000005OXynQAG,,Strategic Services,,Group Planning Director,,,,,247.03736842105263,300.0,225.0,,USA,,,,Services
3551,2018-06-22,a1t2J000005OXynQAG,,Account Management ,,"SVP, Account Services",,,,,356.70526315789476,400.0,275.0,,USA,,,,Services
9525,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Proofreader,,,,,121.86797368421054,150.0,115.0,,USA,,,,Services
4302,2018-06-22,a1t2J000005OXynQAG,,Strategic Services,,Sr. Planner,,,,,102.70455263157896,125.0,90.0,,USA,,,,Services
16738,2018-06-22,a1t2J000005OXynQAG,,Financial Account Support,,Financial Manager,,,,,108.0741052631579,150.0,100.0,,USA,,,,Services
19445,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Data Scientist,,,,,136.0539605263158,150.0,95.0,,USA,,,,Services
16710,2018-06-22,a1t2J000005OXynQAG,,Front-End Programming,,Front End Developer,,,,,95.8171052631579,120.0,90.0,,USA,,,,Services
11162,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Print Production Specialist,,,,,136.61052631578949,165.0,130.0,,USA,,,,Services
4703,2018-06-22,a1t2J000005OXynQAG,,Programming,,Sr QA Analyst,,,,,150.27105263157895,185.0,135.0,,USA,,,,Services
3251,2018-06-22,a1t2J000005OXynQAG,,Programming,,Team Lead,,,,,174.27961842105265,195.0,135.0,,USA,,,,Services
4701,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,SR Search Strategist,,,,,150.61315789473684,200.0,140.0,,USA,,,,Services
4344,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Sr. Manager Social Media,,,,,124.46710526315789,175.0,120.0,,USA,,,,Services
4159,2018-06-22,a1t2J000005OXynQAG,,Programming,,Sr. Tech Strategist,,,,,188.01023684210526,210.0,165.0,,USA,,,,Services
17356,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Email Specialist,,,,,77.45057894736843,90.0,65.0,,USA,,,,Services
17459,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,"Director, Content Strategy & Inbound",,,,,170.0042105263158,210.0,155.0,,USA,,,,Services
17462,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Director Relationship Marketing,,,,,196.03610526315788,225.0,165.0,,USA,,,,Services
17463,2018-06-22,a1t2J000005OXynQAG,,Account Management ,,Director PMO,,,,,159.53073684210528,200.0,155.0,,USA,,,,Services
17467,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Director of Social Media,,,,,149.36084210526317,190.0,145.0,,USA,,,,Services
17470,2018-06-22,a1t2J000005OXynQAG,,Programming,,Director of Development,,,,,194.66184210526316,240.0,190.0,,USA,,,,Services
726,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,UX Group Planning Director,,,,,278.4198421052631,325.0,240.0,,USA,,,,Services
725,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,UX Info Architect,,,,,154.25605263157894,195.0,145.0,,USA,,,,Services
17472,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Director Multichannel Analytics,,,,,182.14736842105262,225.0,160.0,,USA,,,,Services
16192,2018-06-22,a1t2J000005OXynQAG,,Account Management ,,Group Account Director,,,,,215.70043421052628,250.0,200.0,,USA,,,,Services
16191,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Group Creative Director,,,,,302.099,350.0,250.0,,USA,,,,Services
3550,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,"SVP, Creative Services",,,,,375.94457894736837,400.0,275.0,,USA,,,,Services
22873,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Business Intelligence Analyst,,,,,91.07368421052631,140.0,85.0,,USA,,,,Services
9104,2018-06-22,a1t2J000005OXynQAG,,Programming,,QA Specialist (Offshore),,,,,54.99605263157895,55.0,30.0,,India,,,,Services
4437,2018-06-22,a1t2J000005OXynQAG,,Programming,,Sr. Director of Development,,,,,240.28273684210527,300.0,220.0,,USA,,,,Services
4436,2018-06-22,a1t2J000005OXynQAG,,Front-End Programming,,Sr. Director of Front End Development,,,,,187.83947368421053,225.0,165.0,,USA,,,,Services
9356,2018-06-22,a1t2J000005OXynQAG,,Programming,,QA Analyst,,,,,111.10040789473683,150.0,105.0,,USA,,,,Services
23848,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Associate Medical Researcher,,,,,109.28842105263158,150.0,110.0,,USA,,,,Services
21528,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Creative Director,,,,,213.9852105263158,300.0,210.0,,USA,,,,Services
489,2018-06-22,a1t2J000005OXynQAG,,Programming,,VP QA Manager,,,,,199.83026315789473,300.0,195.0,,USA,,,,Services
23849,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Associate Medical Director,,,,,197.32631578947368,285.0,195.0,,USA,,,,Services
21513,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Creative Studio,,,,,140.82268421052635,150.0,125.0,,USA,,,,Services
4480,2018-06-22,a1t2J000005OXynQAG,,Programming,,Sr. Developer,,,,,150.76489473684214,180.0,135.0,,USA,,,,Services
4612,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Sr. Analyst Social Media,,,,,85.00263157894737,125.0,80.0,,USA,,,,Services
492,2018-06-22,a1t2J000005OXynQAG,,Strategic Services,,VP Planning Director,,,,,273.04194736842106,340.0,250.0,,USA,,,,Services
23886,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Associate Content Strategist ,,,,,101.62305263157896,150.0,100.0,,USA,,,,Services
493,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,VP of Marketing Analytics,,,,,251.1926052631579,325.0,230.0,,USA,,,,Services
14968,2018-06-22,a1t2J000005OXynQAG,,Programming,,IT Director,,,,,149.5316052631579,200.0,140.0,,USA,,,,Services
4467,2018-06-22,a1t2J000005OXynQAG,,Programming,,Sr. Developer (Offshore),,,,,95.00263157894737,100.0,45.0,,India,,,,Services
4599,2018-06-22,a1t2J000005OXynQAG,,Programming,,Sr. BSA,,,,,165.27976315789473,195.0,155.0,,USA,,,,Services
4438,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Sr. Director,,,,,247.26505263157893,300.0,225.0,,USA,,,,Services
21516,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Creative Operations,,,,,184.87957894736843,200.0,150.0,,USA,,,,Services
494,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,VP Medical Director,,,,,320.6932105263158,375.0,260.0,,USA,,,,Services
23873,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Associate Director UX,,,,,233.3193947368421,300.0,215.0,,USA,,,,Services
23874,2018-06-22,a1t2J000005OXynQAG,,Account Management ,,Associate Director PMO,,,,,150.27157894736843,185.0,145.0,,USA,,,,Services
12983,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Multichannel Analyst,,,,,111.48936842105263,165.0,110.0,,USA,,,,Services
23884,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Associate Creative Director,,,,,200.5138947368421,240.0,190.0,,USA,,,,Services
4606,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Sr. Art Director,,,,,157.89900000000003,200.0,150.0,,USA,,,,Services
486,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,"VP, Creative Services",,,,,331.2425789473684,325.0,230.0,,USA,,,,Services
487,2018-06-22,a1t2J000005OXynQAG,,Account Management ,,"VP, Account Services",,,,,244.38105263157894,325.0,230.0,,USA,,,,Services
4434,2018-06-22,a1t2J000005OXynQAG,,Programming,,Sr. Director Tech Strategist,,,,,281.8355263157895,400.0,275.0,,USA,,,,Services
23939,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Associate Art Producer,,,,,95.62763157894737,110.0,90.0,,USA,,,,Services
3240,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Team Lead eComm,,,,,112.12368421052632,160.0,95.0,,USA,,,,Services
23940,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Associate Art Director,,,,,68.30526315789474,90.0,60.0,,USA,,,,Services
3239,2018-06-22,a1t2J000005OXynQAG,,Front-End Programming,,Team Lead Front End Development,,,,,168.48684210526315,200.0,155.0,,USA,,,,Services
3238,2018-06-22,a1t2J000005OXynQAG,,Account Management ,,Team Lead PMO,,,,,140.79738157894735,175.0,130.0,,USA,,,,Services
3237,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Team Lead Proofreader,,,,,135.58594736842107,165.0,130.0,,USA,,,,Services
4435,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Sr. Director of Social Media,,,,,174.82352631578948,210.0,165.0,,USA,,,,Services
13313,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Medical Specialist,,,,,144.2,200.0,145.0,,USA,,,,Services
23306,2018-06-22,a1t2J000005OXynQAG,,Programming,,BSA,,,,,106.2905789473684,175.0,105.0,,USA,,,,Services
4537,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Sr. Copywriter,,,,,180.11718421052632,190.0,150.0,,USA,,,,Services
6110,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,SEO/SEM,,,,,76.426,90.0,65.0,,USA,,,,Services
485,2018-06-22,a1t2J000005OXynQAG,,Programming,,"VP, Director of Development",,,,,257.9657894736842,325.0,230.0,,USA,,,,Services
484,2018-06-22,a1t2J000005OXynQAG,,Programming,,"VP, Sr. Director of Development",,,,,292.95394736842104,400.0,275.0,,USA,,,,Services
21556,2018-06-22,a1t2J000005OXynQAG,,Creative Services,,Copywriter,,,,,121.43157894736842,160.0,115.0,,USA,,,,Services
21594,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Content Strategist Inbound,,,,,142.07494736842108,185.0,135.0,,USA,,,,Services
4416,2018-06-22,a1t2J000005OXynQAG,,Financial Account Support,,Sr. Financial Director ,,,,,192.2064605263158,300.0,190.0,,USA,,,,Services
4432,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Sr. Email Specialist,,,,,98.66315789473684,115.0,75.0,,USA,,,,Services
13581,2018-06-22,a1t2J000005OXynQAG,,Marketing Services,,Manager Social Media,,,,,106.25263157894737,165.0,100.0,,USA,,,,Services
4415,2018-06-22,a1t2J000005OXynQAG,,Front-End Programming,,Sr. Front End Developer,,,,,111.07194736842105,140.0,100.0,,USA,,,,Services
25056,2018-06-26,a1t2J000005tD7JQAU,,R7-T - Short Term,,Analyst,,,,,126.875,185.0,125.0,,USA,,,,Services
25057,2018-06-26,a1t2J000005tD7JQAU,,R7-B - Long Term,,Analyst,,,,,166.25,203.125,159.375,,USA,,,,Services
25041,2018-06-26,a1t2J000005tD7JQAU,,R9-B - Short Term,,Analyst (Off),,,,,70.0,93.75,50.0,,India,,,,Services
25055,2018-06-26,a1t2J000005tD7JQAU,,R7-T - Long Term,,Analyst,,,,,109.375,159.375,107.5,,USA,,,,Services
25039,2018-06-26,a1t2J000005tD7JQAU,,R9-T - Short Term,,Analyst (Off),,,,,28.75,45.0,26.875,,India,,,,Services
25058,2018-06-26,a1t2J000005tD7JQAU,,R7-B - Short Term,,Analyst,,,,,196.875,240.0,187.5,,USA,,,,Services
25038,2018-06-26,a1t2J000005tD7JQAU,,R9-T - Long Term,,Analyst (Off),,,,,25.0,39.375,24.375,,India,,,,Services
25040,2018-06-26,a1t2J000005tD7JQAU,,R9-B - Long Term,,Analyst (Off),,,,,57.5,75.0,40.625,,India,,,,Services
3245,2018-06-26,a1t2J000005tD7JQAU,,R5-B - Long Term,,Team Lead / Arch,,,,,264.375,278.125,231.25,,USA,,,,Services
3246,2018-06-26,a1t2J000005tD7JQAU,,R5-T - Short Term,,Team Lead / Arch,,,,,266.875,281.25,240.625,,USA,,,,Services
10433,2018-06-26,a1t2J000005tD7JQAU,,R4-T - Short Term,,Proj Lead / Sr Arch,,,,,324.375,325.0,275.0,,USA,,,,Services
10432,2018-06-26,a1t2J000005tD7JQAU,,R4-B - Long Term,,Proj Lead / Sr Arch,,,,,313.125,317.5,265.625,,USA,,,,Services
10431,2018-06-26,a1t2J000005tD7JQAU,,R4-T - Long Term,,Proj Lead / Sr Arch,,,,,254.375,246.875,215.625,,USA,,,,Services
18590,2018-06-26,a1t2J000005tD7JQAU,,R8-T - Long Term,,Designer / Lead (Off),,,,,35.625,47.5,29.375,,India,,,,Services
18591,2018-06-26,a1t2J000005tD7JQAU,,R8-T - Short Term,,Designer / Lead (Off),,,,,41.25,55.0,30.625,,India,,,,Services
18592,2018-06-26,a1t2J000005tD7JQAU,,R8-B - Long Term,,Designer / Lead (Off),,,,,74.375,81.25,56.25,,India,,,,Services
18593,2018-06-26,a1t2J000005tD7JQAU,,R8-B - Short Term,,Designer / Lead (Off),,,,,95.625,104.375,71.0,,India,,,,Services
18595,2018-06-26,a1t2J000005tD7JQAU,,R6-T - Long Term,,Designer,,,,,146.875,168.75,129.375,,USA,,,,Services
18596,2018-06-26,a1t2J000005tD7JQAU,,R6-T - Short Term,,Designer,,,,,187.5,215.0,165.625,,USA,,,,Services
18597,2018-06-26,a1t2J000005tD7JQAU,,R6-B - Long Term,,Designer,,,,,205.0,235.625,181.25,,USA,,,,Services
18598,2018-06-26,a1t2J000005tD7JQAU,,R6-B - Short Term,,Designer,,,,,254.375,291.875,224.75,,USA,,,,Services
10434,2018-06-26,a1t2J000005tD7JQAU,,R4-B - Short Term,,Proj Lead / Sr Arch,,,,,394.375,400.0,334.375,,USA,,,,Services
10875,2018-06-26,a1t2J000005tD7JQAU,,R3-T - Long Term,,Prog Lead,,,,,284.375,323.125,253.125,,USA,,,,Services
11400,2018-06-26,a1t2J000005tD7JQAU,,R2-T - Long Term,,Port Lead,,,,,375.0,390.625,325.0,,USA,,,,Services
16864,2018-06-26,a1t2J000005tD7JQAU,,R1-T - Short Term,,Exec Lead,,,,,457.5,525.0,400.0,,USA,,,,Services
3244,2018-06-26,a1t2J000005tD7JQAU,,R5-T - Long Term,,Team Lead / Arch,,,,,205.0,215.625,184.375,,USA,,,,Services
16863,2018-06-26,a1t2J000005tD7JQAU,,R1-B - Short Term,,Exec Lead,,,,,457.5,525.0,400.0,,USA,,,,Services
10877,2018-06-26,a1t2J000005tD7JQAU,,R3-T - Short Term,,Prog Lead,,,,,362.5,412.0,321.875,,USA,,,,Services
3247,2018-06-26,a1t2J000005tD7JQAU,,R5-B - Short Term,,Team Lead / Arch,,,,,330.625,348.125,287.5,,USA,,,,Services
10876,2018-06-26,a1t2J000005tD7JQAU,,R3-B - Long Term,,Prog Lead,,,,,351.875,365.625,306.25,,USA,,,,Services
10878,2018-06-26,a1t2J000005tD7JQAU,,R3-B - Short Term,,Prog Lead,,,,,445.0,462.5,387.5,,USA,,,,Services
11399,2018-06-26,a1t2J000005tD7JQAU,,R2-B - Long Term,,Port Lead,,,,,375.0,390.625,325.0,,USA,,,,Services
11402,2018-06-26,a1t2J000005tD7JQAU,,R2-B - Short Term,,Port Lead,,,,,445.0,462.5,387.5,,USA,,,,Services
11401,2018-06-26,a1t2J000005tD7JQAU,,R2-T - Short Term,,Port Lead,,,,,432.5,450.0,375.0,,USA,,,,Services
24803,2018-06-22,a1t2J000005OHrUQAW,,Apple Pay Stores Card,,AOD Retail Payments Director AOD Network Engineer,,,,,206.25,215.0,180.0,,USA,,,,Services
4154,2018-06-22,a1t2J000005OHrUQAW,,Apple Pay Stores Card,,AOD Retail Payments Director Technical Consultant,,,,,206.25,215.0,185.0,,USA,,,,Services
24802,2018-06-22,a1t2J000005OHrUQAW,,Apple Pay Stores Card,,AOD Retail Payments Director Project Manager,,,,,206.25,215.0,180.0,,USA,,,,Services
5051,2018-06-26,a1t2J000005OI0vQAG,,Application Migration Analysis Team,,Solution Owner,,,,,215.0,185.0,157.0,,USA,,,,Services
22055,2018-06-26,a1t2J000005OI0vQAG,,Organizational Change Management Team,,Communications Lead,,,,,205.0,185.0,157.0,,USA,,,,Services
1186,2018-06-26,a1t2J000005OI0vQAG,,Organizational Change Management Team,,Training Lead,,,,,205.0,185.0,157.0,,USA,,,,Services
3777,2018-06-26,a1t2J000005OI0vQAG,,DevSecOps Support Team,,Subject Matter Specialist,,,,,260.0,200.0,183.0,,USA,,,,Services
5052,2018-06-26,a1t2J000005OI0vQAG,,DevSecOps Support Team,,Solution Owner,,,,,215.0,185.0,157.0,,USA,,,,Services
17932,2018-06-26,a1t2J000005OI0vQAG,,Organizational Change Management Team,,Training Developer #1,,,,,195.0,185.0,157.0,,USA,,,,Services
17931,2018-06-26,a1t2J000005OI0vQAG,,Organizational Change Management Team,,Training Developer #2,,,,,195.0,185.0,157.0,,USA,,,,Services
3778,2018-06-26,a1t2J000005OI0vQAG,,Organizational Change Management Team,,Subject Matter Specialist,,,,,260.0,203.0,183.0,,USA,,,,Services
7611,2018-06-26,a1t2J000005OI0vQAG,,Application Migration Analysis Team,,Security Subject Matter Specialist,,,,,260.0,,205.0,,USA,,,,Services
22394,2018-06-26,a1t2J000005OI0vQAG,,DevSecOps Support Team,,Cloud Architect,,,,,250.0,220.0,192.0,,USA,,,,Services
